AG,Hamaguir,DA11,,-3.067747,30.879003,02454
AG,Tamanrasset,DAAT,,5.451075,22.811461,04518
AG,Illizi Takhamalt,DAAP,,8.622653,26.723536,01778
AG,Bou Sfer,DAOE,,-0.805389,35.735389,00187
AG,El Abiodh Sidi Cheikh,DA12,,0.524694,32.898529,02965
AG,Laghouat,DAUL,,2.928344,33.764383,02510
AG,Ouargla,DAUU,,5.412778,31.917223,00492
AG,Hassi R Mel,DAFH,,3.311542,32.930431,02540
AG,Tafaraoui,DAOL,,-0.532278,35.542444,00367
AG,Ech Cheliff,DAOI,,1.331775,36.212658,00463
AG,Bou Chekif,DAOB,,1.463147,35.341136,03245
AG,Touat Cheikh Sidi Mohamed Belkebir,DAUA,,-0.186414,27.837589,00919
AG,Tinfouchy,DA13,,-5.822900,28.879322,01804
AG,Relizane,DAAZ,,0.626272,35.752239,00282
AG,Timimoun,DAUT,,0.276033,29.237119,01027
AG,Tindouf,DAOF,,-8.167103,27.700372,01453
AG,Biskra,DAUB,,5.738231,34.793289,00289
AG,In Amenas,DAUZ,,9.642911,28.051550,01847
AG,Houari Boumediene,DAAG,,3.215408,36.691014,00082
AG,Mohamed Boudiaf Intl,DABC,,6.620386,36.276028,02265
AG,Sidi Bel Abbes,DAOS,,-0.593275,35.171775,01614
AG,Reggane,DAAN,,0.285647,26.710103,00955
AG,Ghriss,DAOV,,0.147142,35.207725,01686
AG,Sidi Mahdi,DAUK,,6.088672,33.067803,00279
AG,Cheikh Larbi Tebessi,DABS,,8.120717,35.431611,02661
AG,Ain Oussera,DAAQ,,2.878714,35.525414,02132
AG,Oued Irara,DAUH,,6.140444,31.672972,00463
AG,Guemar,DAUO,,6.776794,33.511397,00203
AG,Es Senia,DAOO,,-0.621183,35.623858,00295
AG,Blida,DAAB,,2.814167,36.503613,00535
AG,Noumerat,DAUG,,3.794114,32.384106,01512
AG,Bou Saada,DAAD,,4.206389,35.332500,01506
AG,Jijel,DAAV,,5.873608,36.795136,00036
AG,In Salah,DAUI,,2.512017,27.251022,00896
AG,Saida,DA15,,0.151694,34.897194,02444
AG,Tindouf East,DA16,,-7.500114,27.585922,01425
AG,El Golea,DAUE,,2.859586,30.571294,01306
AG,Mecheria,DAAY,,-0.242353,33.535853,03855
AJ,Ganja,UBBG,,46.317581,40.737678,01083
AJ,Lenkoran,UB10,,48.818039,38.746442,00030
AJ,Dollyar,UG11,,45.957014,40.887622,01099
AJ,Nasosnaya,UB12,,49.557439,40.591581,-0013
AJ,Stepanakert,UB13,,46.787031,39.901439,02001
AJ,Kyurdamir,UB14,,48.163567,40.273589,-0035
AJ,Nakhchivan,UBBN,B15,45.458442,39.188806,02863
AJ,Belokany,UB16,,46.355289,41.753394,00935
AJ,Baku Kala,UB18,,50.200197,40.406553,00040
AJ,Heydar Aliyev,UBBB,,50.046667,40.467500,00010
AL,Tirana Rinas,LATI,,19.720561,41.414742,00126
AL,Kucova,LAKV,,19.901890,40.771889,00135
AL,Gjader,LAGJ,,19.598678,41.895222,00023
AL,Korce Northwest,LAKO,,20.741486,40.645656,00665
AL,Gjirokaster,LA10,,20.153056,40.087333,00666
AM,Kalinino,UD19,,44.344722,41.049733,04846
AM,Erebuni,UDYE,D20,44.464992,40.122114,02948
AM,Stepanavan,UDLS,,44.337172,41.048450,04836
AM,Yerevan Yegvard,UD21,,44.564558,40.294083,04416
AM,Zvartnots,UDYZ,,44.395881,40.147275,02838
AM,Gyumri,UDSG,,43.859342,40.750369,05000
AO,Mbanza Congo,FNBC,,14.247025,-6.269897,01860
AO,Soyo,FNSO,,12.371764,-6.141086,00015
AO,Menongue,FNME,,17.719833,-14.657583,04469
AO,Luena,FNUE,,19.897672,-11.768086,04360
AO,Uige,FNUG,,15.027822,-7.603067,02720
AO,Porto Amboim,FNPA,,13.765528,-10.721956,00016
AO,Cabinda,FNCA,,12.188353,-5.596992,00066
AO,Luzamba,FNLZ,,18.049344,-9.115956,02904
AO,Negage,FNNG,,15.287728,-7.754506,04105
AO,Xangongo,FNXA,,14.965344,-16.755417,03635
AO,Namibe,FNMO,,12.146756,-15.261222,00210
AO,Luanda 4 De Fevereiro,FNLU,,13.231178,-8.858375,00243
AO,Dundo,FNDU,,20.818481,-7.400892,02451
AO,Lobito,FNLB,,13.536625,-12.371233,00010
AO,Malanje,FNMA,,16.312406,-9.525086,03868
AO,Benguela,FNBG,,13.403711,-12.609025,00118
AO,Huambo,FNHU,,15.760547,-12.808878,05587
AO,Ngiva,FNGI,,15.683822,-17.043464,03566
AO,Kuito,FNKU,,16.947414,-12.404633,05618
AO,Lubango,FNUB,,13.575022,-14.924733,05778
AO,Matala,FN18,,15.014006,-14.727547,04120
AO,Cabo Ledo,FN19,,13.260650,-9.653050,00360
AO,Saurimo,FNSA,,20.431875,-9.689067,03584
AO,Nzagi,FNZG,,21.358166,-7.716944,02431
AO,Sumbe,FNSU,,13.847544,-11.167922,00036
AQ,Pago Pago Intl,NSTU,PPG,-170.710500,-14.331000,00032
AQ,Fitiuta,NSFQ,FAQ,-169.425450,-14.217233,00110
AR,Estancia Don Panos,SA10,,-59.535311,-26.295928,00262
AR,Campo Arenal,SA11,,-66.586100,-27.072283,07622
AR,Termal,SARS,,-60.493103,-26.756519,00307
AR,Ushuaia Malvinas Argentinas,SAWH,,-68.295750,-54.843278,00071
AR,Valle Del Conlara,SAOS,SRC,-65.186522,-32.384669,02021
AR,Curuzu Cuatia,SATU,,-57.978889,-29.770555,00229
AR,Quemu Quemu,SA12,,-63.631281,-36.058717,00327
AR,Estancia La Estrella,SA13,,-58.666006,-37.559422,00456
AR,Miramar,SA14,,-57.869720,-38.227055,00043
AR,El Calafate,SAWC,,-72.053103,-50.280322,00669
AR,Perito Moreno,SAWP,,-70.978689,-46.537911,01410
AR,El Porton,SA07,,-69.609469,-37.194983,02853
AR,Santa Rita,SA06,,-60.150289,-35.834694,00177
AR,Cafayate,SA02,,-65.936867,-26.056072,05375
AR,Olavarria,SAZF,,-60.216619,-36.890039,00551
AR,Bolivar,SAZI,,-61.076367,-36.186594,00308
AR,La Puntilla,SA16,,-68.873706,-32.962814,02953
AR,La Quiaca,SASQ,,-65.577500,-22.150556,11414
AR,Santa Teresita,SAZL,,-56.721756,-36.542317,00010
AR,Chos Malal,SAHC,,-70.222469,-37.444692,02788
AR,General Roca,SAHR,,-67.620514,-39.000672,00853
AR,General Urquiza,SAAP,,-60.480361,-31.794778,00243
AR,Tinogasta,SANI,,-67.580314,-28.037750,03968
AR,Jujuy,SASJ,,-65.097778,-24.392778,03019
AR,Rio Cuarto Aeroclub,SA17,,-64.338192,-33.160583,01424
AR,Reconquista,SATR,,-59.680000,-29.210278,00161
AR,Loncopue,SA18,,-70.667778,-38.082778,03627
AR,Junin,SAAJ,,-60.930556,-34.545889,00262
AR,Chamical,SACT,,-66.293610,-30.345278,01503
AR,Comodoro Pierrestegui,SAAC,,-57.996631,-31.296944,00112
AR,El Plumerillo,SAME,,-68.792856,-32.831717,02310
AR,El Tehuelche,SAVY,,-65.102725,-42.759161,00426
AR,Coronel Suarez,SAZC,,-61.889297,-37.446111,00768
AR,Villa Reynolds,SAOR,,-65.378086,-33.725144,01591
AR,Rio Grande,SAWE,,-67.749389,-53.777667,00065
AR,Loma La Lata,SA20,,-68.737306,-38.413778,01329
AR,Ambrosio L V Taravella,SACO,,-64.207953,-31.323619,01604
AR,Gobernador Castello,SAVV,,-63.000389,-40.869222,00020
AR,Veinticinco De Mayo,SA21,,-67.659339,-37.809786,01138
AR,San Juan,SANU,,-68.418194,-31.571472,01959
AR,Santa Victoria,SA22,,-62.713728,-22.285742,00918
AR,Moron,SADM,,-58.642756,-34.676317,00095
AR,Apostoles,SA23,,-55.765514,-27.903242,00581
AR,Calilegua,SA24,,-64.750667,-23.782178,01449
AR,Almirante Zar,SAVT,,-65.270319,-43.210500,00141
AR,Canadon Seco,SA25,,-67.563850,-46.539031,00295
AR,Bella Vista,SA26,,-59.038528,-28.526222,00180
AR,Cap D Omar Dario Gerardi,SACA,,-64.258225,-31.441925,01594
AR,Rio Gallegos,SAWG,,-69.312636,-51.608875,00061
AR,Mar Del Plata,SAZM,,-57.573333,-37.934167,00071
AR,Formosa,SARF,,-58.228111,-26.212722,00194
AR,Comandante Espora,SAZB,,-62.169317,-38.724967,00246
AR,Comodoro P Zanni,SAZP,,-61.857553,-35.844592,00278
AR,Cutralco,SAZW,,-69.264642,-38.939683,02133
AR,General Enrique Mosconi,SAST,,-63.793189,-22.619167,01473
AR,Tandil,SAZT,,-59.227922,-37.237392,00574
AR,Rio Cuarto Area De Material,SAOC,,-64.261314,-33.085128,01381
AR,Monte Caseros,SARM,,-57.640231,-30.271922,00174
AR,Necochea,SAZO,,-58.817222,-38.483056,00072
AR,Aviador C Campos,SAZY,,-71.137294,-40.075383,02569
AR,Nanco Lauquen,SA28,,-62.772419,-35.971486,00302
AR,Choele Choel,SA29,,-65.610325,-39.286422,00643
AR,Colonia Catriel,SA30,,-67.834969,-37.910183,01026
AR,El Bolson,SAVB,,-71.532289,-41.943189,01131
AR,San Nicolas De Los Arroyos,SA31,,-60.195675,-33.390697,00098
AR,San Julian,SAWJ,,-67.802589,-49.306775,00190
AR,La Plata,SADL,,-57.894694,-34.972222,00072
AR,Venado Tuerto,SA32,,-61.956389,-33.681831,00367
AR,Paso De Los Libres,SARL,,-57.152078,-29.689425,00230
AR,La Rioja,SANL,,-66.795839,-29.381636,01436
AR,El Palomar,SADP,,-58.612592,-34.609939,00059
AR,General Pico,SAZG,,-63.758286,-35.696183,00459
AR,Villa Minetti,SA03,,-61.603764,-28.620083,00246
AR,Presidente Peron,SAZN,,-68.155711,-38.949000,00895
AR,Salta,SASA,,-65.486169,-24.855978,04088
AR,Santa Rosa,SAZR,,-64.275694,-36.588322,00630
AR,Corrientes,SARC,,-58.761864,-27.445503,00203
AR,Campo De Mayo,SADO,,-58.671736,-34.534439,00078
AR,Comandante Luis Piedrabuena,SA33,,-68.953081,-49.995089,00078
AR,Puerto Deseado,SAWD,,-65.904097,-47.735292,00266
AR,Antoine De St Exupery,SAVN,,-65.034286,-40.751221,00085
AR,Aeroparque Jorge Newbery,SABE,,-58.415606,-34.559175,00018
AR,San Fernando,SADF,,-58.589644,-34.453189,00010
AR,Mariano Moreno,SADJ,,-58.789564,-34.560650,00105
AR,Trelew Aeroclub,SA34,,-65.324092,-43.235644,00128
AR,Andalgala,SA35,,-66.350833,-27.631667,02952
AR,Saladillo,SA36,,-59.816389,-35.608056,00147
AR,Marcos Juarez,SAOM,,-62.157792,-32.683639,00361
AR,Las Heras,SAVH,,-68.951111,-46.533056,01082
AR,Villa Gesell,SAZV,,-57.029239,-37.235408,00032
AR,Santa Cruz,SAWU,,-68.579197,-50.016550,00364
AR,C Faa H R Borden,SAVJ,,-69.574861,-41.320903,02927
AR,San Carlos De Bariloche,SAZS,,-71.157542,-41.151172,02776
AR,Chilecito,SANO,,-67.438889,-29.223888,03099
AR,Las Lajas,SA38,,-70.337078,-38.538931,02789
AR,Jujuy Aeroclub,SA39,,-65.269053,-24.236472,04049
AR,Pergamino,SAAN,,-60.647972,-33.918964,00236
AR,San Luis,SAOU,,-66.356422,-33.273192,02329
AR,Cataratas Del Iguazu,SARI,,-54.473444,-25.737281,00916
AR,San Juan Aeroclub,SA40,,-68.547181,-31.603078,02080
AR,Gualeguaychu,SAAG,,-58.613056,-33.010278,00075
AR,Eldorado,SATD,,-54.574722,-26.397499,00685
AR,Teniente Benjamin Matienzo,SANT,,-65.104944,-26.840861,01495
AR,Ministro Pistarini,SAEZ,,-58.535833,-34.822222,00067
AR,Ushuaia Est Aeronaval,SAWO,,-68.304264,-54.822697,00020
AR,Tres Arroyos,SAZH,,-60.329711,-38.386911,00400
AR,San Rafael,SAMR,,-68.403854,-34.588314,02470
AR,Resistencia,SARE,,-59.056125,-27.449986,00173
AR,Santa Maria,SA42,,-66.024003,-26.673436,05905
AR,Catamarca,SANC,,-65.750925,-28.593214,01522
AR,Rincon De Los Sauces,SAHS,,-68.904211,-37.390617,01969
AR,Posadas,SARP,,-55.970728,-27.385839,00430
AR,Belen,SA44,,-67.095058,-27.707933,03937
AR,Rosario,SAAR,,-60.785000,-32.903611,00085
AR,Sauce Viejo,SAAV,,-60.811668,-31.711666,00056
AR,Goya,SATG,,-59.250583,-29.099472,00125
AR,Esquel,SAVE,,-71.139472,-42.907950,02621
AR,Comodoro Rivadavia,SAVC,,-67.465508,-45.785347,00190
AR,Oran,SASO,,-64.329170,-23.152779,01168
AR,Malargue,SAMM,,-69.574267,-35.493597,04683
AR,Frias,SA45,,-65.109167,-28.634444,01082
AR,Santiago Del Estero,SANE,,-64.310122,-27.765617,00656
AR,Zapala,SAHZ,,-70.113581,-38.975500,03330
AR,Obera,SATO,,-55.124156,-27.518156,01125
AR,Cachi,SA01,,-66.157192,-25.105006,07940
AR,Villa Dolores,SAOD,,-65.146283,-31.945183,01915
AR,Rafaela,SA48,,-61.501717,-31.282517,00361
AR,Isla Martin Garcia,SA04,,-58.246911,-34.182122,00007
AR,Bell Ville,SA05,,-62.702025,-32.659883,00429
AR,Laboulaye,SAOL,,-63.362250,-34.135444,00449
AS,Scherger,YBSG,,142.087222,-12.623889,00145
AS,Palm Island,YPAM,,146.581389,-18.755278,00028
AS,Century Mine,YCNY,,138.706667,-18.753333,00416
AS,Ballera,YLLE,,141.808333,-27.408333,00385
AS,Truscott Mungalalu,YTST,,126.380833,-14.089722,00181
AS,Margaret River,YMGT,,115.100000,-33.930556,00374
AS,Manjimup,YMJM,,116.140278,-34.265278,00940
AS,Bronzewing,YBWG,,121.035833,-27.365556,01645
AS,Murrin Murrin,YMMI,,121.890556,-28.705278,01535
AS,Trepell,YTEE,,140.888333,-21.835000,00891
AS,The Monument,YTMO,,139.923611,-21.811111,00949
AS,Cummins,YCUS,,135.641667,-34.208333,00197
AS,Lizard Island,YLZI,,145.450000,-14.666667,00070
AS,Williamson,YWIS,,150.177500,-22.473333,00089
AS,Kubin,YKUB,,142.218333,-10.225000,00015
AS,Murray Field,YMUL,,115.841667,-32.508333,00056
AS,Pormpuraaw,YPMP,,141.609444,-14.896667,00010
AS,Lake Evella,YLEV,,135.805833,-12.498889,00256
AS,Warburton,YWBR,,126.583333,-26.128333,01500
AS,Barimunya,YBRY,,119.166111,-22.673889,02082
AS,Mount Hotham,YHOT,,147.334167,-37.047500,04260
AS,Warwick,YWCK,,151.943056,-28.149444,01500
AS,Leongatha,YLEG,,145.859722,-38.493056,00263
AS,Ravensthorpe,YNRV,,120.208056,-33.797222,00209
AS,Yarrawonga,YYWG,,146.028611,-36.028889,00423
AS,Mount Bundey,YMDY,,131.908333,-12.890000,00150
AS,Birchip,YBIR,,142.917500,-35.999722,00340
AS,Osborne Mine,YOSB,,140.555000,-22.081667,00935
AS,Snake Bay,YSNB,,130.653611,-11.422778,00173
AS,Darwin Intl,YPDN,,130.876667,-12.414722,00103
AS,Taree,YTRE,,152.513889,-31.888611,00038
AS,Goulburn,YGLB,,149.726389,-34.810278,02141
AS,Dirranbandi,YDBI,,148.216667,-28.591667,00567
AS,Bamaga Injinoo,YBAM,,142.459444,-10.950833,00034
AS,Cooktown,YCKN,,145.184444,-15.444722,00026
AS,Avalon,YMAV,,144.469444,-38.039444,00035
AS,Bathurst,YBTH,,149.651944,-33.409444,02435
AS,Coen,YCOE,,143.113611,-13.760833,00532
AS,Forrest,YFRT,,128.115000,-30.838056,00511
AS,Ararat,YARA,,142.988611,-37.309444,01008
AS,Brisbane Archerfield,YBAF,,153.008056,-27.570278,00063
AS,Curtin,YCIN,,123.828333,-17.581389,00300
AS,Gove,YPGV,,136.818333,-12.269444,00205
AS,Port Macquarie,YPMQ,,152.863333,-31.435833,00012
AS,Mount Gambier,YMTG,,140.785278,-37.745556,00212
AS,Georgetown,YGTN,,143.530000,-18.305000,00995
AS,Warrnambool,YWBL,,142.446667,-38.295278,00242
AS,Hughenden,YHUG,,144.225278,-20.815000,01043
AS,Weipa,YBWP,,141.925278,-12.678611,00063
AS,Charleville,YBCV,,146.262500,-26.413334,01003
AS,Cairns Intl,YBCS,,145.755278,-16.885833,00010
AS,Cowra,YCWR,,148.648889,-33.844722,00966
AS,Chinchilla,YCCA,,150.616667,-26.775000,01028
AS,Albany,YABA,,117.808889,-34.943333,00233
AS,Horn Island,YHID,,142.290000,-10.586389,00043
AS,Mount Isa,YBMA,,139.488611,-20.663889,01121
AS,Port Hedland Intl,YPPD,,118.626389,-20.377778,00033
AS,Barcaldine,YBAR,,145.306667,-23.565278,00878
AS,Mitchell,YMIT,,147.936667,-26.483333,01144
AS,Nyngan,YNYN,,147.202778,-31.551111,00569
AS,Hobart Cambridge,YCBG,,147.474722,-42.826667,00067
AS,Gayndah,YGAY,,151.619444,-25.614444,00369
AS,Tamworth,YSTW,,150.846667,-31.083889,01334
AS,Maitland,YMND,,151.488333,-32.703333,00075
AS,Brisbane Intl,YBBN,,153.117500,-27.384167,00013
AS,Groote Eylandt,YGTE,,136.460000,-13.975000,00053
AS,Point Cook,YMPC,,144.753333,-37.932222,00014
AS,Young,YYNG,,148.248056,-34.255556,01267
AS,Oakey,YBOK,,151.735278,-27.411389,01335
AS,Dalby,YDAY,,151.267222,-27.155278,01137
AS,Carnarvon,YCAR,,113.672222,-24.880556,00013
AS,Coonamble,YCNM,,148.375556,-30.983333,00604
AS,Monto,YMTO,,151.100278,-24.885833,00757
AS,Tennant Creek,YTNK,,134.183333,-19.634444,01236
AS,Stanthorpe,YSPE,,151.990556,-28.620278,02938
AS,Cunnamulla,YCMU,,145.622222,-28.030000,00630
AS,Shepparton,YSHT,,145.392500,-36.428889,00374
AS,Cooma Snowy Mountains,YCOM,,148.973889,-36.300556,03088
AS,Wagga Wagga,YSWG,,147.466389,-35.165278,00724
AS,Gold Coast,YBCG,,153.504722,-28.164444,00021
AS,Longreach,YLRE,,144.280278,-23.434167,00627
AS,Portland,YPOD,,141.471111,-38.318056,00265
AS,Cessnock,YCNK,,151.341667,-32.787500,00211
AS,Casino,YCAS,,153.066944,-28.882778,00086
AS,Tocumwal,YTOC,,145.608056,-35.811667,00372
AS,Coober Pedy,YCBP,,134.720833,-29.040000,00740
AS,Warren,YWRN,,147.802500,-31.733333,00669
AS,Port Pirie,YPIR,,137.995000,-33.238889,00040
AS,Scone,YSCO,,150.832222,-32.037222,00745
AS,Devonport,YDPO,,146.430278,-41.169722,00033
AS,Lockhart River,YLHR,,143.304722,-12.786944,00077
AS,Roma,YROM,,148.774722,-26.545000,01032
AS,Coonabarabran,YCBB,,149.267222,-31.332500,02117
AS,Melbourne Moorabbin,YMMB,,145.102222,-37.975833,00050
AS,Mackay,YBMK,,149.179722,-21.171667,00019
AS,Stawell,YSWL,,142.740556,-37.071667,00807
AS,Armidale,YARM,,151.617222,-30.528056,03556
AS,Forbes,YFBS,,147.935000,-33.363611,00760
AS,Richmond,YSRI,,150.780833,-33.600556,00067
AS,Julia Creek,YJLC,,141.722500,-20.668333,00404
AS,Toowoomba,YTWB,,151.916389,-27.542778,02086
AS,Thargomindah,YTGM,,143.810833,-27.986389,00433
AS,Normanton,YNTN,,141.070278,-17.683611,00073
AS,Goondiwindi,YGDI,,150.320278,-28.521389,00714
AS,Alpha,YAPH,,146.583611,-23.646111,01255
AS,Laverton,YLTN,,122.423889,-28.613611,01530
AS,Wilcannia,YWCA,,143.374722,-31.526389,00250
AS,Naracoorte,YNRC,,140.725000,-36.985278,00169
AS,Orange,YORG,,149.133056,-33.381667,03115
AS,Streaky Bay,YKBY,,134.292778,-32.835833,00069
AS,Swan Hill,YSWH,,143.532778,-35.375833,00234
AS,Ballina Byron Gateway,YBNA,,153.562500,-28.833889,00007
AS,East Sale,YMES,,147.149444,-38.098889,00023
AS,Bendigo,YBDG,,144.329722,-36.739444,00705
AS,Mareeba,YMBA,,145.419167,-17.069167,01560
AS,Brewarrina,YBRW,,146.816667,-29.973889,00414
AS,Whyalla,YWHA,,137.514444,-33.058889,00041
AS,Sydney Intl,YSSY,,151.177222,-33.946111,00021
AS,Cleve,YCEE,,136.504722,-33.709722,00589
AS,Gladstone,YGLA,,151.222778,-23.869722,00064
AS,Newman,YNWN,,119.802778,-23.417778,01724
AS,Albury,YMAY,,146.958056,-36.067778,00539
AS,Innisfail,YIFL,,146.011667,-17.559444,00046
AS,Clermont,YCMT,,147.620556,-22.773056,00908
AS,Rockhampton,YBRK,,150.475278,-23.381944,00034
AS,Horsham,YHSM,,142.172778,-36.669722,00445
AS,Williamtown,YWLM,,151.834444,-32.795000,00031
AS,Donald,YDOD,,143.007500,-36.360278,00409
AS,Perth Jandakot,YPJT,,115.881111,-32.097500,00099
AS,Olympic Dam,YOLD,,136.876667,-30.485000,00343
AS,Boulia,YBOU,,139.899722,-22.913333,00542
AS,Kingaroy,YKRY,,151.841111,-26.580833,01492
AS,Middlemount,YMMU,,148.704722,-22.802500,00547
AS,Leigh Creek,YLEC,,138.425833,-30.598333,00856
AS,West Sale,YWSL,,146.965278,-38.091667,00093
AS,Camden,YSCN,,150.687222,-34.040278,00230
AS,Charters Towers,YCHT,,146.273056,-20.043056,00955
AS,Esperance,YESP,,121.822778,-33.684444,00470
AS,Borroloola,YBRL,,136.302222,-16.075278,00055
AS,Broome Intl,YBRM,,122.231667,-17.944722,00056
AS,Rottnest Island,YRTI,,115.539722,-32.006667,00012
AS,Elcho Island,YELD,,135.570556,-12.019444,00101
AS,Mudgee,YMDG,,149.611111,-32.562500,01545
AS,Richmond,YRMD,,143.114722,-20.701944,00676
AS,Moomba,YOOM,,140.196944,-28.099444,00143
AS,Doomadgee,YDMG,,138.821667,-17.940278,00153
AS,Hervey Bay,YHBA,,152.880278,-25.318889,00060
AS,Chillagoe,YCGO,,144.528889,-17.142778,01110
AS,Parkes,YPKS,,148.239167,-33.131389,01069
AS,Townsville,YBTL,,146.765278,-19.252500,00018
AS,Kowanyama,YKOW,,141.751389,-15.485556,00035
AS,Edinburgh,YPED,,138.620833,-34.702500,00067
AS,Cootamundra,YCTM,,148.028056,-34.623889,01110
AS,Moranbah,YMRB,,148.077500,-22.057778,00770
AS,Alice Springs,YBAS,,133.902222,-23.806667,01789
AS,Inverell,YIVL,,151.144167,-29.888333,02667
AS,Karratha,YPKA,,116.773333,-20.712222,00029
AS,Wynyard,YWYY,,145.731111,-40.998889,00062
AS,Adelaide Intl,YPAD,,138.530556,-34.945000,00020
AS,Jervis Bay,YJBY,,150.697222,-35.147222,00200
AS,Lismore,YLIS,,153.260000,-28.830278,00035
AS,Ayers Rock Connellan,YAYE,,130.975556,-25.186111,01626
AS,Paraburdoo,YPBO,,117.745278,-23.171111,01406
AS,Perth Intl,YPPH,,115.966944,-31.940278,00067
AS,Adelaide Parafield,YPPF,,138.633056,-34.793333,00057
AS,Bairnsdale,YBNS,,147.567778,-37.887500,00165
AS,Cobar,YCBA,,145.793889,-31.538333,00724
AS,Kalgoorlie Boulder,YPKG,,121.461667,-30.789444,01203
AS,West Wyalong,YWWL,,147.191389,-33.937222,00859
AS,Dubbo,YSDU,,148.574722,-32.216667,00935
AS,Renmark,YREN,,140.673889,-34.196389,00115
AS,Sydney Bankstown,YSBK,,150.988333,-33.924444,00029
AS,Narrabri,YNBR,,149.827222,-30.319167,00788
AS,Griffith,YGTH,,146.067222,-34.250833,00439
AS,Ballarat,YBLT,,143.791111,-37.511667,01433
AS,Balranald,YBRN,,143.578333,-34.623611,00210
AS,Port Augusta,YPAG,,137.716667,-32.506944,00056
AS,Kununurra,YPKU,,128.707500,-15.778056,00145
AS,Deniliquin,YDLQ,,144.946389,-35.559444,00316
AS,Launceston,YMLT,,147.214167,-41.545278,00562
AS,Hamilton Island,YBHM,,148.951667,-20.358056,00015
AS,St George,YSGE,,148.595278,-28.049722,00656
AS,Mildura,YMIA,,142.085556,-34.229167,00167
AS,Quilpie,YQLP,,144.252778,-26.612222,00655
AS,Maningrida,YMGD,,134.234167,-12.056111,00123
AS,Melbourne Intl,YMML,,144.843333,-37.673333,00434
AS,Maroochydore Sunshine Coast,YBMC,,153.091111,-26.603333,00015
AS,Amberley,YAMB,,152.711944,-27.640556,00091
AS,Narrandera,YNAR,,146.512222,-34.702222,00474
AS,Broken Hill,YBHI,,141.471667,-32.001389,00958
AS,Meekatharra,YMEK,,118.547778,-26.611667,01713
AS,Burketown,YBKT,,139.534444,-17.748611,00021
AS,Cunderdin,YCUN,,117.216667,-31.622223,00705
AS,Wudinna,YWUD,,135.447222,-33.043333,00310
AS,Echuca,YECH,,144.761944,-36.157222,00323
AS,Glen Innes,YGLI,,151.689444,-29.675000,03433
AS,Bundaberg,YBUD,,152.318611,-24.903889,00107
AS,Hoxton Park,YHOX,,150.852222,-33.909722,00135
AS,Narromine,YNRM,,148.225000,-32.214722,00782
AS,Emerald,YEML,,148.179167,-23.567500,00624
AS,Winton,YWTN,,143.085556,-22.363611,00638
AS,Smithton,YSMI,,145.083611,-40.835000,00031
AS,Woomera,YPWR,,136.816944,-31.144167,00548
AS,Shark Bay,YSHK,,113.577222,-25.893889,00111
AS,Grafton,YGFN,,153.030000,-29.759444,00110
AS,Kempsey,YKMP,,152.769722,-31.074444,00054
AS,Yuendumu,YYND,,131.782222,-22.254167,02205
AS,Cloncurry,YCCY,,140.504444,-20.668611,00616
AS,Wollongong,YWOL,,150.788611,-34.561111,00031
AS,Derby,YDBY,,123.660556,-17.370000,00024
AS,Port Lincoln,YPLC,,135.880278,-34.605278,00036
AS,Ngukurr,YNGU,,134.747500,-14.722778,00045
AS,Hamilton,YHML,,142.065278,-37.648889,00803
